symbol,score,verdict,s_1m,s_1w,s_1d,m_1w,m_1d,v_1w,acc_w,acc_d,ret_30d,ret_90d,risk_flags,reason,cut,Name,Marcap
088980,36.4,watch,B3,B3,B3,riding,riding,normal,0.0,0.3,-0.021,-0.013,,1M/1W/1D 모두 B3 바닥 다지기 정합. 1M accumulation_score 0.6 + 1D 거래량 증가 시각적 신호. 그러나 추세 확인(MA10 상향 돌파) 없으므로 watch. 돌파 확인 시 pass 상,False,맥쿼리인프라,5301666462510
020000,36.0,watch,A1,B5,B4,pullback_ma10,pullback_ma50,accumulation_suspect,0.0,0.0,0.091,0.606,drawdown_deep,"1W B5 확인 + 정배열 강세, 1D MA50 풀백 테스트 중. 1D MA50 반등 확인 시 pass 전환 가능. 현재 1D 미확정으로 watch.",False,한섬,497192411100
013870,36.0,skip,B3,A4,A5,pullback_ma50,breaking,normal,0.0,0.0,-0.129,-0.005,drawdown_deep,월봉 B3 다지기이나 주봉 A4/일봉 A5로 급등 후 되돌림 하락 추세. 4000 지지 미확인 상태에서 추가 하락 가능. 월봉 MA20 수렴 후 재확인 필요.,False,지엠비코리아,83822670600
031210,36.0,skip,B3,A3,A4,pullback_ma10,pullback_ma10,dry,0.0,0.0,-0.053,-0.068,low_history,1D/1W 역배열 하락(A4/A3 수준). 1M 역사 짧아(15봉) 신뢰도 낮음. 거래량 전반적으로 감소 추세(dry). 바닥 확인 전 skip.,False,서울보증보험,3131498670300
248070,36.0,watch,B3,B4,B4,bounce_ma10,pullback_ma50,normal,0.0,0.0,0.236,0.223,drawdown_deep,"1M B3 바닥 다지기, 1W/1D B4 상승 첫 시도 일치. 그러나 1M 고점 대비 -40% 수준으로 drawdown_deep. MA 재정배열 확인 후 진입 검토.",False,솔루엠,1018485826800
001060,36.0,watch,B4,B4,A5,pullback_ma10,breaking,normal,0.0,0.0,-0.009,0.064,drawdown_deep,1M/1W B4 상승 시도이나 1D는 A5 하락 retest. TF 간 충돌 — 큰 그림 방향 미확정. 관망 우선.,False,JW중외제약,690427824500
103590,35.0,watch,A2,A3,A4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.317,0.604,"drawdown_deep,parabolic","월봉 A2 극강 추세(ADX 65)이나 주봉 A3 토핑, 일봉 A4 하락 첫 시도. MA50(95,302) 지지 확인 시 재진입 기회. drawdown_deep 플래그.",False,일진전기,5111873808000
077500,35.0,watch,A2,A3,A4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.174,0.021,drawdown_deep,"1M=A2(상승 지속), 1W=A3(토핑 횡보), 1D=A4(하락 첫 시도). TF 분리. 일봉 MA50 지지 여부 확인 필요. drawdown_deep 자동 플래그 있음.",False,유니퀘스트,168912797640
077970,35.0,watch,A2,A3,A4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.178,0.228,drawdown_deep,"1M 대추세 A2이나 1W A3(고점 조정), 1D A4(MA10/20 이탈). 극단적 상승(ret_90d=+497% 1M) 이후 조정 중. MA50 지지 확인 시 watch 유지, 이탈 시 skip 전환.",False,STX엔진,1961232877550
047050,35.0,skip,A2,A3,A5,pullback_ma20,breaking,normal,0.0,0.0,-0.154,0.393,,"월봉 A2이나 주봉 A3(고점 횡보), 일봉 A5(하락 retest 확정). 단기 추세 명확히 하향. MA20(71k) 주봉 지지 확인 전까지 매수 회피.",False,포스코인터내셔널,12191449208400
001275,35.0,watch,A2,A3,A5,pullback_ma20,breaking,normal,0.0,0.0,-0.106,0.119,parabolic,1M 정배열 A2(장기 구조 긍정적)이나 1W A3 토핑 + 1D A5 하락 retest 확정으로 단기~중기 추세 충돌. 월봉 파라볼릭 상승 후 조정 깊어지는 국면. 1D MA 역배열 복귀 확인 전까지 관망.,False,부국증권우,96000000000
025820,35.0,watch,A2,A3,A4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.1,-0.119,drawdown_deep,"월봉 A2(강세 상승) vs 주봉 A3(토핑 횡보) vs 일봉 A4(하락 첫 시도). 장기 상승 추세 건재하나 단기 조정 심화. MA50(5,392) 지지 확인이 핵심 변수.",False,이구산업,201989680000
002460,35.0,watch,B4,B5,B4,bounce_ma50,pullback_ma50,normal,0.0,0.0,0.033,0.018,drawdown_deep,1W B5(주봉 MA50 지지+반등 확인)로 buy zone에 가까우나 1D B4(일봉 MA50 이탈 조정)로 아직 확정 아님. 일봉에서 MA50 위 재안착 확인 시 pass 상향 가능. 현재 관망.,False,HS화성,122916500000
014915,34.0,pass,A1,B5,A1,bounce_ma20,acceleration,accumulation_suspect,0.0,0.0,0.461,0.138,"drawdown_deep,accumulation_suspect","전 TF 정합 상승(1D A1 정배열, 1W B5 돌파, 1M A1 초입). 거래량 폭증 동반 돌파. 단기 과열 및 drawdown_deep 이력 주의하며 풀백 매수 대기.",False,성문전자우,3084000000
014440,34.0,watch,A1,A3,A3,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.016,-0.002,,1M 정배열 A1(장기 상승 복귀)이나 1W/1D 모두 A3 토핑 횡보 + 도지 출현으로 분리. ADX 약화 + 거래량 감소 중. 1D MA 복귀 양봉 확인 시 재평가.,False,영보화학,92300000000
004080,34.0,watch,B3,B3,B3,riding,riding,normal,0.0,0.0,-0.008,0.0,,"1M/1W/1D 전 TF B3 정합. MA10/20/50이 13,900 부근에 극도로 수렴하여 박스 완성. 1M accumulation_score 0.6으로 매집 의심 신호. 방향성 돌파 확인 후 진입 검토.",False,신흥,129250000000
005180,34.0,watch,A3,B3,B3,riding,riding,normal,0.0,0.0,0.021,-0.083,drawdown_deep,1M/1W/1D 모두 B3~A3 횡보 단계. 1D MA tight 수렴이 돌파 전 전형적 패턴. 방향성 돌파 확인 전까지 관망. drawdown_deep 주의.,False,빙그레,676639263000
018500,34.0,watch,B4,B4,A4,pullback_ma20,breaking,normal,0.0,0.0,0.042,0.181,drawdown_deep,월봉/주봉 B4(상승 시도)이나 일봉 A4(하락 첫 시도) 상충. 주봉 정배열은 유지되나 일봉에서 MA 전체 아래로 내려앉아 TF 간 충돌. 주봉 MA20 지지 여부 확인 후 판단 필요.,False,동원금속,79950935430
111770,34.0,watch,A1,A3,B3,pullback_ma20,riding,normal,0.0,0.0,0.047,0.025,,"월봉 A1 신규 상승이나 주봉 A3 토핑 조정, 일봉 B3 박스 횡보로 TF 충돌. 일봉 MA 수렴 이후 상방 돌파 확인 필요.",False,영원무역,3717732165200
323410,33.4,watch,B3,B3,B3,riding,riding,normal,0.0,0.3,-0.072,-0.029,drawdown_deep,전 TF B3 정합. 장기 하락 후 바닥권 형성 중. 일봉 accumulation_score 0.3 미약한 매집 신호. 주봉 MA 돌파 전까지 관망. B5 신호 확인 후 매수 검토.,False,카카오뱅크,10711353810650
085310,33.0,watch,B4,A3,B3,pullback_ma10,riding,normal,0.0,0.0,0.068,-0.027,"drawdown_deep,accumulation_suspect","월봉 정배열 전환+거래량 급증(매집 가능성), 주봉 고점 횡보(A3), 일봉 극저거래량(데이터 신뢰 문제). TF 간 충돌 및 일봉 데이터 이상으로 신뢰도 낮음 — 실거래량 확인 필요.",False,엔케이,86717288567
036570,33.0,watch,B4,B5,A1,bounce_ma10,pullback_ma10,normal,0.0,0.0,0.223,0.209,drawdown_deep,"1W B5 정합 긍정적이나 1M B4(상승 첫 시도 미확정), 1D A1 변곡 직후로 TF 분리. drawdown_deep(-75% 이력) 주의. 1D MA20(264800) 돌파 확인 시 pass 상향 가능.",False,NC,5859973984000
192400,32.4,skip,A3,A5,B2,breaking,breaking,normal,0.0,0.3,-0.051,-0.079,,1W A5 하락 retest 확정 + 1D B2 역배열 하락 진행. 1M 정배열이나 단기 지지 이탈로 전 TF 약세 정합. 바닥 확인 전 진입 회피.,False,쿠쿠홀딩스,919282482250
027410,32.0,watch,B2,B5,A4,bounce_ma20,pullback_ma50,normal,0.0,0.0,-0.044,0.201,,1W B5(상승 retest 국면) 진행 중. 1D는 고점 이후 조정(A4). 1M 극저점권(-94%)이나 단기 사이클 상승 중. 1W MA20 지지 유지 시 주목 가치 있음.,False,BGF,446040246060
006345,32.0,skip,A5,A5,A5,breaking,pullback_ma20,distribution_suspect,0.0,0.0,2.845,2.738,"parabolic,drawdown_deep,distribution_suspect",전 TF A5 정합. 파라볼릭 급등 후 급락 단계 — 고점(-49%) 대비 하락 retest 확정. 분배 의심 + parabolic risk_flag. 반등 시도 여부 미확정이나 매수 회피.,False,대원전선우,43511920000
001230,32.0,skip,B4,A1,A3,riding,riding,accumulation_suspect,0.0,0.0,0.113,0.603,"drawdown_deep,pump_dump_trace","일봉 데이터 이상(거래량 0, 동일가격 반복). 월봉 거래량 소멸+급등. pump_dump_trace 패턴 의심. 데이터 신뢰도 낮아 판정 유보.",False,동국홀딩스,362525506200
000810,32.0,pass,A2,A3,A2,pullback_ma20,bounce_ma10,normal,0.0,0.0,0.222,0.097,,"1M/1D 정배열 A2 정합, 1D recent_strong_bull holding=true. 1W A3이나 가격 MA 전체 위 유지. 피크 대비 -16% 조정으로 과열 제한적.",False,삼성화재,25806239394000
003490,32.0,watch,B3,B3,B4,riding,pullback_ma50,normal,0.0,0.0,0.071,0.102,,"전 TF B3~B4 바닥 다지기 정합. 월봉/주봉 장기 박스권, 일봉 MA 수렴 박스. ADX 전반 낮아 방향성 불확실. 일봉 MA20 이상 정복귀 + 거래량 동반 시 B5 전환 기대.",False,대한항공,10126068177500
000680,32.0,watch,B3,B4,A4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.161,0.02,drawdown_deep,"월봉 B3(바닥 다지기), 주봉 B4(상승 첫 시도), 일봉 A4(하락 첫 시도)로 TF 충돌. 중장기 반등 시도 중이나 일봉 하방 이탈로 확인 필요. MA50 지지 확인 후 재검토.",False,LS네트웍스,304573656840
003470,32.0,watch,A2,A2,A5,riding,breaking,normal,0.0,0.0,0.234,0.418,drawdown_deep,"월봉/주봉 A2 정배열 상승 지속이나, 일봉에서 고점 대비 -33% 급락 후 MA50 지지 테스트 중(A5). 큰 그림은 상승 추세이나 단기 손상 명확. 주봉 MA10 풀백 확인 후 재진입 대기.",False,유안타증권,1133708551680
005250,32.0,watch,B3,B4,B4,bounce_ma50,acceleration,accumulation_suspect,0.0,0.0,0.207,0.034,accumulation_suspect,1D 정배열 전환(B4)+ 거래량 폭증 강양봉으로 1W B4 상승 시도 정합. 1M 장기 B3 박스 탈출 가능성. 단 확정 전 — 다음 봉 확인 후 pass 상향 검토.,False,녹십자홀딩스,680498198700
003010,32.0,watch,B3,B4,A4,pullback_ma20,breaking,normal,0.0,0.0,0.014,0.073,drawdown_deep,주봉 B4 정배열(긍정)이나 일봉 A4/MA붕괴(부정) 충돌. 급등 후 급락으로 변동성 극심. 주봉 MA20(5846) 지지 확인 후 재평가 필요. 현재는 관망.,False,혜인,76022227060
003650,32.0,watch,A2,A3,A3,pullback_ma20,riding,normal,0.0,0.0,0.031,-0.028,"zombie,drawdown_deep","1M 장기 A2 상승 추세 유지, 1W/1D는 고점 후 조정 A3. 일봉에서 MA군 수렴 + 거래량 소멸(zombie 위험). 방향 돌파 확인 후 접근. zombie 위험 플래그.",False,미창석유,225983392800
089860,31.4,watch,B3,B4,B4,pullback_ma20,pullback_ma50,normal,0.0,0.3,0.023,0.054,accumulation_suspect,월봉 B3 바닥 다지기 + 주봉/일봉 B4 상승 첫 시도. 일봉 해머 도지+매집 징후 있으나 MA 전부 역배열 미해소. 주봉 MA 수렴 구간으로 변환 확인 대기.,False,롯데렌탈,1143745722000
217590,31.0,watch,,A3,A3,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.229,0.764,"drawdown_deep,low_history",1M PNG 없음 — 2TF 채점만. 1W/1D 모두 A3 토핑 후 하락. 상장 초기(low_history) 신뢰도 낮음. MA50(25K) 지지 여부 확인 필요.,False,티엠씨,652953497500
005960,31.0,skip,B4,B4,A5,pullback_ma20,breaking,normal,0.0,0.0,-0.117,0.304,drawdown_deep,월봉/주봉은 B4(상승 첫 시도) 반등 구조이나 일봉은 A5(하락 retest) 충돌. 급등 후 급락 패턴으로 단기 지지 확인 필요. 주봉 MA20(7790) 하회 구간이며 일봉 추세 반전 신호 부재.,False,동부건설,170493706090
011210,31.0,watch,A2,A3,A3,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.025,0.039,drawdown_deep,"월봉 A2, 주봉 A3, 일봉 A3. 상승 추세 후 고점 다지기 구간. 일봉 MA50 지지 여부가 관건. 월봉 위꼬리+거래량 폭증은 분배 신호.",False,현대위아,2499228127700
200880,31.0,watch,B3,B3,B3,riding,riding,normal,0.0,0.0,-0.013,-0.005,drawdown_deep,전 TF B3 바닥 다지기 정합. MA 수렴 중이며 돌파 방향 미확정. drawdown_deep. 거래량 확인 후 B5 전환 대기.,False,서연이화,382452383550
003480,31.0,watch,A1,A2,A3,bounce_ma10,pullback_ma10,normal,0.0,0.0,0.136,0.136,,주봉 A2 정합이나 일봉 A3(토핑 조정) 분리. 큰 그림 상승 추세 유효하나 일봉 단기 토핑 패턴. 주봉 MA10(5433) 지지 확인 후 재진입 기회 탐색. 고점 대비 -19% 위치.,False,한진중공업홀딩스,162118667880
037710,30.8,watch,B5,A2,A3,pullback_ma20,breaking,normal,0.0,0.6,0.005,0.156,,"1W는 A2 정배열 유지(MA20 지지 테스트), 1D는 고점 대비 조정으로 MA 전체 하방. 큰그림(1M B5 전환, 1W A2)은 긍정적이나 1D 단기 조정 중으로 충돌. MA20 주봉 지지 확인 후 진입 대기.",False,광주신세계,268476454400
072710,30.4,watch,A1,B4,B3,pullback_ma50,riding,normal,0.0,0.3,-0.011,0.021,drawdown_deep,1M A1(변곡 시도) vs 1W B4(상승 첫 시도) vs 1D B3(바닥 다지기) — TF 간 단계 충돌. drawdown_deep -36%. 1D accumulation 미약 신호. 방향 미확정으로 watch.,False,농심홀딩스,439198713000
105840,30.0,watch,A2,A3,A4,pullback_ma10,breaking,normal,0.0,0.0,-0.12,0.041,"drawdown_deep,parabolic","1M A2 대세 상승이나 1W A3 토핑, 1D A4 하락 확인. 페러볼릭 이후 강한 조정 중(ret_90d=305%). 1D MA10 회복 전까지 관망. MA50 지지(약 18,000) 확인 후 재진입 검토.",False,우진,449398157500
000700,30.0,skip,B3,B3,A4,pullback_ma50,breaking,normal,0.0,0.0,-0.054,-0.019,,"1M/1W=B3(박스 바닥권), 1D=A4(하락 중). 분리. 일봉 최저가권, 반등 미확인. 현시점 매매 회피.",False,유수홀딩스,147657074040
000270,30.0,skip,A2,A4,B2,pullback_ma10,riding,normal,0.0,0.0,-0.015,0.22,,"1M A2 정배열이나 1W A4(조정 첫 시도), 1D B2(below_all) — TF 충돌. 1D ADX 21 추세 약화, below_all MA 배열. 피크 대비 -30% drawdown 임박. 1W 강양봉 조",False,기아,65277053265600
192080,30.0,pass,A3,A2,A2,riding,bounce_ma10,normal,0.0,0.0,0.269,0.13,,1D A2 정합 bounce 진행 중. 1W/1M도 상승 구조. 다만 1M ADX 약화 및 장기 사이클 고점권 접근으로 일부 주의 필요.,False,더블유게임즈,1424974396400
029780,30.0,skip,A2,A5,B2,breaking,riding,normal,0.0,0.0,-0.086,-0.105,drawdown_deep,1M A2 장기 긍정이나 1W A5 및 1D B2 로 중단기 명확한 하락 추세. TF 충돌 심각. 1D MA10(49870) 회복 및 1W MA 배열 전환 전까지 관망.,False,삼성카드,5509090267050
003550,30.0,watch,A1,A2,A4,riding,pullback_ma20,normal,0.0,0.0,0.166,0.223,"drawdown_deep,accumulation_suspect","1W A2 상승 추세 건재, 1D A4 조정 중 매집봉 spike 발생. 1D MA20 지지 확인 여부 대기. 일봉 매집봉(acc_score=1.0) 주목.",False,LG,18892144162500
002870,29.0,watch,B3,B3,B4,riding,pullback_ma50,normal,0.0,0.0,-0.024,0.09,drawdown_deep,"1M/1W B3 박스, 1D B4 상승 첫 시도. 분리 상태. 1D 강양봉 후 수렴 중이나 MA 역배열 미해소. 추세 전환 미확정으로 관망.",False,신풍,39188702700
000670,29.0,skip,B3,B4,A5,pullback_ma20,breaking,normal,0.0,0.0,-0.107,0.153,drawdown_deep,1D A5 하락 retest 확정으로 매매 회피. 1W B4/정배열은 큰 그림 회복 구조이나 단기 추세 깨짐 확인. MA50 아래 안착 여부 모니터링.,False,영풍,1021792906500
024890,29.0,watch,B3,B4,C1,bounce_ma10,acceleration,accumulation_suspect,0.0,0.0,0.178,0.08,"drawdown_deep,pump_dump_trace",1D 비정상 균일봉 패턴(거래재개 의심) + 1W B4 첫 상승 시도. 1M B3 바닥 다지기. TF 충돌 + 1D 데이터 이상으로 신뢰도 낮음. 기업 이벤트 확인 후 재판정 필요.,False,대원화성,30648118450
002380,29.0,watch,A2,A3,B4,pullback_ma20,pullback_ma50,normal,0.0,0.0,0.057,0.214,drawdown_deep,"월봉 A2 강세이나 주봉 A3(토핑), 일봉 B4(상승 시도) 충돌. drawdown_deep -30% 수준. 일봉 MA50 지지 확인 후 반등 추세 재확립 시 재검토.",False,KCC,5164330496000
180640,29.0,skip,A2,A4,B3,breaking,pullback_ma10,normal,0.0,0.0,0.013,-0.082,drawdown_deep,"월봉 A2이나 주봉 A4(하락 첫 시도), 일봉 B3 바닥 다지기. drawdown_deep(-38%) 플래그. 일봉 ADX 10으로 방향성 완전 부재. MA 회복 전까지 관망.",False,한진칼,7757776819800
023530,29.0,watch,A1,A2,A3,riding,pullback_ma10,normal,0.0,0.0,0.464,1.222,parabolic,월봉/주봉 A1-A2 강세 정합이나 일봉이 A3(토핑 조정)로 분리. parabolic 자동 플래그 + 일봉 고점 이탈 진행 중. 주봉 MA10 풀백 복귀 확인 시 재진입 가능.,False,롯데쇼핑,4526200800000
084690,29.0,skip,B3,B3,B3,riding,riding,dry,0.0,0.0,0.038,0.001,drawdown_deep,전 TF B3 정합 바닥 다지기. 1W dry 거래량 + ADX 9.89로 추세 소멸. drawdown_deep(1M -68.7%). 돌파 신호 없이 skip 유지.,False,대상홀딩스,353796496260
003280,29.0,skip,B4,A4,A5,pullback_ma20,breaking,pump_dump_trace,0.0,0.0,-0.351,0.538,"drawdown_deep,pump_dump_trace","1D A5, pump_dump_trace 전 TF 확인. 장기 쇠락 종목의 테마 급등 후 급락 패턴, 지속 하락 가능성.",False,흥아해운,581828255580
004255,29.0,skip,B3,B3,B3,riding,riding,dry,0.0,0.0,-0.04,-0.074,drawdown_deep,"전 TF B3 정합. 고점 대비 -73%, 거래량 소멸, ADX 약세. 바닥 다지기 단계이나 상승 전환 신호 없음. watch 전환 대기.",False,NPC우,12117600000
009450,29.0,watch,A2,A3,B4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.12,0.231,drawdown_deep,"1M A2 장기 상승 구조이나 1W A3 박스 상단, 1D B4 상승 시도 미확정으로 TF 충돌. MA50 지지 확인 후 판단 필요. drawdown_deep.",False,경동나비엔,1043111187200
417310,29.0,watch,A2,A2,A3,riding,pullback_ma20,normal,0.0,0.0,0.058,0.148,parabolic,"1W/1M A2 강한 상승 추세이나 1D에서 A3 토핑 횡보. 1M ret_30d=115% 페러볼릭 경고. 1D 고점권에서 도지+스파이크, 조정 가능성. 풀백 후 MA10 지지 확인 시 재진입 고려.",False,코람코더원리츠,408848000000
000400,29.0,pass,B4,B5,A1,pullback_ma10,riding,normal,0.0,0.0,0.082,0.262,drawdown_deep,"1W B5 상승 retest + 정배열, 1D A1 변곡 + 강양봉 holding=true. 1M B4 상승 시도 정합. ADX 36 단기 추세 확인. drawdown_deep 주의하나 상승 신호 정합.",False,롯데손해보험,718428580800
281820,29.0,watch,A2,A2,A3,riding,pullback_ma20,normal,0.0,0.0,0.526,0.452,parabolic,1M/1W A2 강세 추세 유지이나 1D는 A3 토핑 박스권. 1M 페러볼릭 과열(+505% 90일)로 한 단계 보수적. 일봉 MA20 지지 확인 필요.,False,케이씨텍,1439362654700
014710,29.0,watch,A1,A4,B3,pullback_ma10,pullback_ma50,normal,0.0,0.0,-0.004,-0.203,drawdown_deep,"TF 충돌. 월봉 A1(회복 출발 확인), 주봉 A4(고점 하락 첫 시도), 일봉 B3(바닥 다지기). 월봉 추세는 긍정적이나 주봉 역배열 진행 중. 일봉 수렴 완료 후 반등 확인 필요. drawdown_deep 유",False,사조씨푸드,130860926800
128820,29.0,skip,B4,A4,B2,breaking,riding,normal,0.0,0.0,-0.043,-0.1,drawdown_deep,"월봉 B4(상승 시도)이나 주봉 A4(하락 첫 시도), 일봉 B2(하락 지속) 충돌. 급등 후 급격한 되돌림, 일봉 신저권, 거래량 고갈. 안정화 확인 전 회피.",False,대성산업,284531156620
487570,29.0,watch,B3,B3,B4,riding,pullback_ma50,normal,0.0,0.0,0.021,-0.042,"drawdown_deep,low_history",1D 정배열(B4/상승 첫 시도)이나 MA50 이하. 1W 역배열 B3 박스. 1M 데이터 부족(low_history). TF 충돌. 상장 역사 짧아 신뢰도 낮음. MA50 탈환 확인 후 재평가.,False,HS효성,212750431700
024070,29.0,skip,A4,A4,A5,pullback_ma50,breaking,pump_dump_trace,0.0,0.0,-0.009,0.066,"drawdown_deep,pump_dump_trace,distribution_suspect","1M/1W/1D 모두 단기 급등 후 급락 패턴. 일봉 A5(하락 retest 확정), 월봉 A4. 모든 TF에서 MA 아래 하락 중. 펌프 후 거래량 소멸 패턴. 단기 반등 가능하나 추세 손상.",False,WISCOM,32185519800
138930,28.4,skip,A2,A3,B2,pullback_ma10,riding,normal,0.0,0.3,-0.039,0.054,,"1M A2 장기 상승 추세 이나 1W A3 토핑, 1D B2 하락 추세 충돌. 1D holding=true + accumulation 미약 신호 있으나 추세 반전 미확인. 1D MA10(17477) 회복 확인 전까지",False,BNK금융지주,5474168862120
33626L,28.0,watch,B4,B4,B4,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.166,0.079,drawdown_deep,1M/1W/1D B4 정합. 급등 후 조정 중이며 MA20 지지 여부 관찰 필요. 1D 기준 정배열 유지하나 고점 대비 급락으로 추가 하락 가능성. B5 전환 확인 전 진입 보류.,False,두산퓨얼셀2우B,35805737000
014285,28.0,watch,A1,B4,B3,pullback_ma10,riding,normal,0.0,0.0,0.025,-0.166,drawdown_deep,1W MA10 정확히 닿음(B4) — 주봉 MA10 위로 확인 시 B5 전환 가능. 현재 TF 간 정합 미흡. 1W MA10 위 종가 확인 대기.,False,금강공업우,4129125000
013700,28.0,watch,B3,B4,A3,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.005,0.129,drawdown_deep,"월봉 B3(바닥 다지기), 주봉 B4(상승 시도 미확정), 일봉 A3(토핑 횡보) — TF 간 사이클 혼재. 주봉 MA 정배열 전환은 긍정적이나 일봉 MA10 하락+월봉 거래량 고갈(vol_avg 0.114)로 확신",False,까뮤이앤씨,80603869670
161390,28.0,watch,A2,A3,B3,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.111,0.026,,"월봉 A2 상승 추세이나 주봉 A3 토핑, 일봉 B3 바닥 다지기 패턴. ADX 12.7로 방향성 부재. 일봉 MA50 지지 유지 확인 시 B4 전환 가능성.",False,한국타이어앤테크놀로지,7866066881500
009970,28.0,skip,A2,A4,B2,breaking,riding,distribution_suspect,0.0,0.0,-0.04,0.031,,1M A2 장기 상승이나 1W A4/1D B2 단기 하락. TF 충돌. 1D ADX 13으로 횡보 전환 가능하나 MA 역배열 확인. 1D MA 정배열 복귀 전까지 skip.,False,영원무역홀딩스,2652600070500
00088K,28.0,watch,A2,A3,B3,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.004,0.211,accumulation_suspect,"1M A2 강한 상승이나 1W A3 토핑, 1D B3 바닥 다지기로 단기-중기 TF 충돌. 단 일봉 accumulation_candle_score 1.0으로 매집봉 신호 강함. 일봉 MA 회복 확인 시 pass 전환",False,한화3우B,995447823300
002100,28.0,watch,B3,B4,B3,pullback_ma20,riding,normal,0.0,0.0,-0.055,0.012,drawdown_deep,월봉 B3(장기 바닥) vs 주봉 B4(상승 첫 시도 실패) vs 일봉 B3(스파이크 후 조정). TF간 충돌. 대량 거래량 스파이크 이후 패턴 불안정. 추가 관찰 필요.,False,경농,181559947500
001390,28.0,watch,B3,B4,B3,pullback_ma20,riding,normal,0.0,0.0,-0.016,-0.025,drawdown_deep,"TF 간 충돌. 월봉 B3, 주봉 B4(상승 첫 시도), 일봉 B3 박스. drawdown_deep. 주봉 MA 상방 돌파 확인 전 관망.",False,KG케미칼,348267095400
016610,28.0,skip,A3,A4,B2,breaking,riding,distribution_suspect,0.0,0.0,-0.058,-0.077,"drawdown_deep,parabolic","1M A3/1W A4/1D B2 단계적 하락 정합. 페러볼릭 급등(1M +189%) 후 토핑 확정, 전 TF MA 아래 이탈. 회피.",False,DB증권,507658812440
108670,28.0,watch,B3,B4,A2,bounce_ma10,pullback_ma10,normal,0.0,0.0,0.224,0.208,drawdown_deep,"1M B3 박스, 1W B4 상승 첫 시도(미확정), 1D A2 강세 — TF 충돌. drawdown_deep(-84% from ATH). 1W MA10 지지 + 1D MA20 지지 확인 후 재검토.",False,LX하우시스,340771460000
271560,28.0,watch,A3,A2,A4,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.026,0.297,,"1W A2 정배열 긍정적이나 1D A4 하락 첫 시도, 1M A3 토핑 박스권. TF 분리. 1D MA50(135188) 지지 확인 후 1D MA10/20 회복 시 pass 상향 가능.",False,오리온,5420403697200
002355,27.4,watch,A2,A2,A4,pullback_ma20,breaking,normal,0.0,0.3,-0.031,0.128,,월봉/주봉 A2 상승 추세이나 일봉은 A4 MA 아래 첫 이탈. TF 충돌. 주봉 눌림목(MA20 근접)은 매력적이나 일봉 확인 후 진입 필요.,False,넥센타이어1우B,26715000000
282330,27.0,watch,B4,B5,A2,pullback_ma10,pullback_ma10,normal,0.0,0.0,-0.014,0.291,drawdown_deep,"1W B5 정배열 복귀 확인, 1D A2 tight 수렴. 1M 혼합으로 분리. 1W MA10 풀백 확정 시 pass 격상 가능. 현재 관망.",False,BGF리테일,2231352264600
036580,27.0,watch,B3,B4,A4,pullback_ma10,breaking,normal,0.0,0.0,-0.107,0.206,drawdown_deep,"1W=B4(MA50 정배열 하에 반등 시도), 1D=A4(급등 후 급락 역배열), 1M=B3(장기 하락 후 바닥권). TF 간 충돌. 1W MA50 지지 여부가 핵심 관건.",False,팜스코,98430887240
005750,27.0,watch,B4,A2,A4,pullback_ma10,breaking,normal,0.0,0.0,-0.077,0.048,,주봉 A2 정배열 눌림목 대 일봉 A4 MA 이탈 충돌. 월봉 B4 상승 시도와 주봉 A2 긍정 구조가 있으나 일봉 조정 미완. 주봉 MA20(5309) 지지 여부 확인 후 재진입 검토.,False,대림바스,83293044800
005725,27.0,watch,A3,A3,A3,pullback_ma10,pullback_ma10,dry,0.0,0.0,0.036,-0.002,"zombie,drawdown_deep","전 TF A3 정합, 급등 후 피크권 박스 횡보. 거래량 크게 감소하여 추세 소진. MA 수렴 후 방향 결정 대기 필요. zombie 자동 플래그 확인.",False,넥센우,16868811000
023590,27.0,skip,A2,A4,B2,breaking,riding,normal,0.0,0.0,-0.058,0.015,drawdown_deep,"1M 정배열 A2 대추세 상승권이나, 1W A4(MA10/20 이탈), 1D B2(역배열 하락) 충돌. 큰 그림 상승 추세 내 중단기 하락 조정이 진행 중. 일봉 추세가 회복되기 전까지 매수 근거 부족.",False,다우기술,1878669340800
000215,27.0,watch,B3,B4,A4,pullback_ma50,breaking,normal,0.0,0.0,-0.137,0.055,drawdown_deep,1W B4(상승 첫 시도)이나 1D A4(하락 첫 시도)로 TF 충돌. 장기 1W 정배열 구조는 긍정적이나 단기 1D 하락 압력이 강함. 1W MA50(25088) 지지 확인 후 재평가.,False,DL우,44091907250
